Litter,Tags,Location (Lat/Long),Country,Date
8446786,,42.1889634352895/-71.8448098585561,US,Mon Sep 28 2020
8446785,,42.188742998623/-71.8447079596796,US,Mon Sep 28 2020
8446784,,42.1887950511299/-71.8446159129388,US,Mon Sep 28 2020
8446783,,42.1889483562912/-71.8447523633756,US,Mon Sep 28 2020
8446782,,42.1890105371223/-71.8447870765504,US,Mon Sep 28 2020
8446781,,42.1889634352895/-71.8448098585561,US,Mon Sep 28 2020
8446780,,42.1888515174712/-71.844792334639,US,Mon Sep 28 2020
8446779,,42.1889634352895/-71.8448098585561,US,Mon Sep 28 2020
8446778,,42.1889257374124/-71.8447498623171,US,Mon Sep 28 2020
8446777,,32.7772517495825/-93.0704873375161,US,Mon Sep 28 2020
8446776,,30.4311472945335/-91.0884737731834,US,Mon Sep 28 2020
8446775,,30.4310543708687/-91.0883724326515,US,Mon Sep 28 2020
8446774,,30.4309708354623/-91.0883688647181,US,Mon Sep 28 2020
8446754,plastic,32.7771425234752/-93.0704930030809,US,Mon Sep 28 2020
8446753,,42.6140697068806/-73.7288126843593,US,Mon Sep 28 2020
8446752,,42.6134958956787/-73.7319972273649,US,Mon Sep 28 2020
8446751,,42.6144888958037/-73.7289999832721,US,Mon Sep 28 2020
8446750,,30.4309589535497/-91.0883465429733,US,Mon Sep 28 2020
8446749,,42.6155185442264/-73.7291880614205,US,Mon Sep 28 2020
8446748,,42.6135631185422/-73.731936710024,US,Mon Sep 28 2020
8446747,,42.614543767775/-73.7290523190771,US,Mon Sep 28 2020
8446746,,42.6141493497873/-73.7288191852993,US,Mon Sep 28 2020
8446745,,30.4310848951093/-91.0885243301311,US,Mon Sep 28 2020
8446744,,30.4310379640396/-91.0885725735585,US,Mon Sep 28 2020
8446709,,30.4308627101631/-91.0885973095732,US,Mon Sep 28 2020
8446578,,30.4311797939282/-91.0890324583342,US,Mon Sep 28 2020
8446408,,30.499861474558/-91.1830550977705,US,Mon Sep 28 2020
8446394,,30.4306166837241/-91.0886187320618,US,Mon Sep 28 2020
8446347,,30.499861474558/-91.1830550977705,US,Mon Sep 28 2020
8446324,"plastic, wrapper",33.5260803066506/-112.090557525039,US,Mon Sep 28 2020
8446323,juicepouch,38.2855726820996/-76.6232432645295,US,Mon Sep 28 2020
8446322,,30.4310035829318/-91.0894714311975,US,Mon Sep 28 2020
8446321,,30.4310966871692/-91.0893837411578,US,Mon Sep 28 2020
8446320,,30.4310966871692/-91.0893837411578,US,Mon Sep 28 2020
8446319,,30.430967464886/-91.0893990137453,US,Mon Sep 28 2020
8446318,,30.4309001045621/-91.0892911663001,US,Mon Sep 28 2020
8446317,,30.4310493646949/-91.0894761488062,US,Mon Sep 28 2020
8446313,,30.4309603941116/-91.0894741146196,US,Mon Sep 28 2020
8446306,,30.430984517159/-91.0894723896936,US,Mon Sep 28 2020
8446296,,30.4310067292288/-91.0894547591623,US,Mon Sep 28 2020
8446277,,30.499861474558/-91.1830550977705,US,Mon Sep 28 2020
8446275,,30.499861474558/-91.1830550977705,US,Mon Sep 28 2020
8446261,,30.4309707573168/-91.0895162701724,US,Mon Sep 28 2020
8446260,,30.4310039555236/-91.0894784000257,US,Mon Sep 28 2020
8446251,,30.431137598223/-91.090015499837,US,Mon Sep 28 2020
8446141,,30.499861474558/-91.1830550977705,US,Mon Sep 28 2020
8445869,,28.8236296/-96.4151058,US,Mon Sep 28 2020
8445604,,42.6137643261278/-73.732087249005,US,Mon Sep 28 2020
8445597,,42.6133807283292/-73.7319422420801,US,Mon Sep 28 2020
8445595,,42.6135646691943/-73.7322032545449,US,Mon Sep 28 2020
8445591,,42.6135646691943/-73.7322032545449,US,Mon Sep 28 2020
8445589,,42.6135646691943/-73.7322032545449,US,Mon Sep 28 2020
8445579,,42.6137643261278/-73.732087249005,US,Mon Sep 28 2020
8445578,,42.6135646691943/-73.7322032545449,US,Mon Sep 28 2020
8445577,,42.6134840352858/-73.7317544874491,US,Mon Sep 28 2020
8445576,,42.6134840352858/-73.7317544874491,US,Mon Sep 28 2020
8445575,,42.613547989207/-73.7318782043399,US,Mon Sep 28 2020
8445574,,42.613547989207/-73.7318782043399,US,Mon Sep 28 2020
8445573,,42.613547989207/-73.7318782043399,US,Mon Sep 28 2020
8445572,,42.6135366736377/-73.7318518013449,US,Mon Sep 28 2020
8445571,,42.6137643261278/-73.732087249005,US,Mon Sep 28 2020
8445570,,42.6137643261278/-73.732087249005,US,Mon Sep 28 2020
8445545,,30.4309707708448/-91.088169568602,US,Mon Sep 28 2020
8445544,,30.4309740960634/-91.0881599140423,US,Mon Sep 28 2020
8445539,,30.4310782504202/-91.0881629913805,US,Mon Sep 28 2020
8445537,,30.4309738350156/-91.0889666452523,US,Mon Sep 28 2020
8445536,,30.4309913696804/-91.0887613495965,US,Mon Sep 28 2020
8445535,,30.4309002788814/-91.0888806906783,US,Mon Sep 28 2020
8445534,,30.4310670222968/-91.0887338724274,US,Mon Sep 28 2020
8445533,,30.4310125004005/-91.0876348828194,US,Mon Sep 28 2020
8445531,,30.4310771064773/-91.0886648483906,US,Mon Sep 28 2020
8445530,,30.4309707708448/-91.088169568602,US,Mon Sep 28 2020
8445529,,30.4306511294057/-91.0891318826954,US,Mon Sep 28 2020
8445285,,40.7405110349978/-73.9810925324423,US,Mon Sep 28 2020
8445282,,40.7413609145016/-73.9813666616051,US,Mon Sep 28 2020
8445281,,40.7405875235206/-73.9813764413979,US,Mon Sep 28 2020
8445280,,40.7405153043497/-73.9812084396741,US,Mon Sep 28 2020
8445278,,40.7413720741679/-73.981267107975,US,Mon Sep 28 2020
8445273,,40.7406853629889/-73.9815771552936,US,Mon Sep 28 2020
8445271,,40.7410580965408/-73.981663758865,US,Mon Sep 28 2020
8445270,,40.7410305708737/-73.9816170984404,US,Mon Sep 28 2020
8445269,,40.7406531320534/-73.9815193228052,US,Mon Sep 28 2020
8445268,,40.7413111632184/-73.9811877433587,US,Mon Sep 28 2020
8445267,,40.7413504856902/-73.981365436242,US,Mon Sep 28 2020
8445266,,40.7413073431746/-73.9813888597558,US,Mon Sep 28 2020
8445265,,40.7412790915243/-73.9812050114103,US,Mon Sep 28 2020
8445264,,40.7413504856902/-73.981365436242,US,Mon Sep 28 2020
8445262,,42.6142000133145/-73.7289482275105,US,Mon Sep 28 2020
8445261,,42.6136204088504/-73.7318849936814,US,Mon Sep 28 2020
8445260,,42.6136204088504/-73.7318849936814,US,Mon Sep 28 2020
8445259,,42.6134741027305/-73.7315849215479,US,Mon Sep 28 2020
8445258,,42.6136204088504/-73.7318849936814,US,Mon Sep 28 2020
8445257,,42.6134918723652/-73.731775609845,US,Mon Sep 28 2020
8445256,,42.6134918723652/-73.731775609845,US,Mon Sep 28 2020
8445255,,42.6134519325966/-73.731616856599,US,Mon Sep 28 2020
8445254,,42.6134918723652/-73.731775609845,US,Mon Sep 28 2020
8445253,,42.6134918723652/-73.731775609845,US,Mon Sep 28 2020
8445252,,42.6134220511118/-73.7318408210517,US,Mon Sep 28 2020
8445251,,42.6134220511118/-73.7318408210517,US,Mon Sep 28 2020
8445250,,42.6134220511118/-73.7318408210517,US,Mon Sep 28 2020
8445249,,42.6134741027305/-73.7315849215479,US,Mon Sep 28 2020
8445248,,42.6134741027305/-73.7315849215479,US,Mon Sep 28 2020
8445247,,42.6134741027305/-73.7315849215479,US,Mon Sep 28 2020
8445246,,42.6134741027305/-73.7315849215479,US,Mon Sep 28 2020
8445245,,42.6134741027305/-73.7315849215479,US,Mon Sep 28 2020
8445244,,42.6134741027305/-73.7315849215479,US,Mon Sep 28 2020
8445243,,42.6137285809605/-73.7289712579668,US,Mon Sep 28 2020
8445242,,42.6134905312607/-73.7318751030357,US,Mon Sep 28 2020
8445241,,42.6137605482776/-73.7313335538783,US,Mon Sep 28 2020
8445240,,42.6134434383691/-73.7301848643226,US,Mon Sep 28 2020
8445239,,42.6137285809605/-73.7289712579668,US,Mon Sep 28 2020
8445238,,42.6134016411776/-73.7316576764674,US,Mon Sep 28 2020
8445237,,42.6134432154173/-73.7318570819439,US,Mon Sep 28 2020
8445236,,42.6134432154173/-73.7318570819439,US,Mon Sep 28 2020
8445235,,42.6134563330958/-73.7318411563278,US,Mon Sep 28 2020
8445234,,42.6134470291833/-73.7318564952106,US,Mon Sep 28 2020
8445233,,42.6134624518851/-73.7319691479893,US,Mon Sep 28 2020
8445232,,42.6135413255939/-73.7317776215018,US,Mon Sep 28 2020
8445231,,42.6133971149499/-73.7315335404815,US,Mon Sep 28 2020
8445230,,42.6133518945823/-73.731714673409,US,Mon Sep 28 2020
8445229,,42.6133402856464/-73.7315674871893,US,Mon Sep 28 2020
8445228,,42.6134735998163/-73.7315200456173,US,Mon Sep 28 2020
8445227,,30.4308840143582/-91.0878883682807,US,Mon Sep 28 2020
8445226,,42.6131458254928/-73.7316298485489,US,Mon Sep 28 2020
8445225,,30.4310343462381/-91.087931576588,US,Mon Sep 28 2020
8445224,,30.4310305298384/-91.087913869356,US,Mon Sep 28 2020
8445223,,30.4308702411569/-91.0879525102396,US,Mon Sep 28 2020
8445222,,42.6134577580193/-73.7316193711699,US,Mon Sep 28 2020
8445221,,42.6134860469425/-73.7317657191993,US,Mon Sep 28 2020
8445220,,42.6145687507867/-73.7290477300602,US,Mon Sep 28 2020
8445219,,42.6133488917294/-73.7315043480139,US,Mon Sep 28 2020
8445218,,42.6133488917294/-73.7315043480139,US,Mon Sep 28 2020
8445217,,42.6133870985756/-73.7316642143519,US,Mon Sep 28 2020
8445216,,42.6133870985756/-73.7316642143519,US,Mon Sep 28 2020
8445215,,42.6133870985756/-73.7316642143519,US,Mon Sep 28 2020
8445214,,42.6135346619809/-73.7311307900341,US,Mon Sep 28 2020
8445213,,42.6134915370891/-73.7315631285996,US,Mon Sep 28 2020
8445212,,42.6134301396484/-73.7313591968955,US,Mon Sep 28 2020
8445211,,42.615166514471/-73.7284404686061,US,Mon Sep 28 2020
8445210,,42.6138324289557/-73.7284796348408,US,Mon Sep 28 2020
8445209,,42.6134301396484/-73.7313591968955,US,Mon Sep 28 2020
8445207,,42.6133429259459/-73.7317821477295,US,Mon Sep 28 2020
8445206,,42.6134301396484/-73.7313591968955,US,Mon Sep 28 2020
8445205,,42.6135313511292/-73.7318356242718,US,Mon Sep 28 2020
8445204,,42.6134789223248/-73.7318920344801,US,Mon Sep 28 2020
8445202,,42.613363084423/-73.7315604463906,US,Mon Sep 28 2020
8445200,,42.6134880166898/-73.731746440822,US,Mon Sep 28 2020
8445199,,42.6134745223938/-73.7286210428112,US,Mon Sep 28 2020
8445198,,42.6136679904392/-73.7286844579214,US,Mon Sep 28 2020
8445197,,42.6139354499297/-73.7287842963616,US,Mon Sep 28 2020
8445196,,42.6143573375702/-73.7290880972798,US,Mon Sep 28 2020
8445195,,42.6139354499297/-73.7287842963616,US,Mon Sep 28 2020
8445193,,30.4310081248622/-91.0875894539063,US,Mon Sep 28 2020
8445192,,30.4308840717541/-91.0876074997926,US,Mon Sep 28 2020
8445191,,30.4308967383833/-91.0876097492167,US,Mon Sep 28 2020
8445190,,30.4309619047604/-91.0877198720879,US,Mon Sep 28 2020
8445189,,30.4309790325924/-91.087804940564,US,Mon Sep 28 2020
8445188,,30.4309320947269/-91.0878579768353,US,Mon Sep 28 2020
8445187,,30.4309171357219/-91.0877039619614,US,Mon Sep 28 2020
8445186,,30.4309175960206/-91.087704725637,US,Mon Sep 28 2020
8445185,,30.4309725011588/-91.0877643901806,US,Mon Sep 28 2020
8445184,,30.4308266824119/-91.0876027601767,US,Mon Sep 28 2020
8445183,,30.4309380603313/-91.0876938281869,US,Mon Sep 28 2020
8445182,,30.4308977837767/-91.0875991130693,US,Mon Sep 28 2020
8445181,,30.4309161466887/-91.0873189220894,US,Mon Sep 28 2020
8445180,,30.4308524515114/-91.0875246650684,US,Mon Sep 28 2020
8445179,,30.431012124365/-91.0876318991111,US,Mon Sep 28 2020
8444994,,38.7313731015089/-84.0149235819318,US,Mon Sep 28 2020
8444956,,41.2270819/-82.617537,US,Mon Sep 28 2020
8444918,,30.4313378230025/-91.0876154431271,US,Mon Sep 28 2020
8444917,,30.4312978877968/-91.0876601224439,US,Mon Sep 28 2020
8444851,,40.7228314563698/-74.3070728267442,US,Mon Sep 28 2020
8444847,,40.7228034272675/-74.3071093992331,US,Mon Sep 28 2020
8444838,,40.7226726766397/-74.3070120964026,US,Mon Sep 28 2020
8444837,,40.7163043492283/-74.3104328043243,US,Mon Sep 28 2020
8444789,,40.7165265151584/-74.3109098163947,US,Mon Sep 28 2020
8444777,,40.7167415420317/-74.3107066676463,US,Mon Sep 28 2020
8444775,,40.7209684008994/-74.3070385143773,US,Mon Sep 28 2020
8444764,,38.2861071322306/-76.6232979302489,US,Mon Sep 28 2020
8444491,,42.6148108413672/-73.729491920604,US,Mon Sep 28 2020
8444486,,42.6145356745979/-73.7291997326188,US,Mon Sep 28 2020
8444484,,42.6148281235775/-73.7294427394861,US,Mon Sep 28 2020
8444481,,42.6148108413672/-73.729491920604,US,Mon Sep 28 2020
8444480,,42.6135340333382/-73.7314304430724,US,Mon Sep 28 2020
8444479,,42.613957696705/-73.7291332310022,US,Mon Sep 28 2020
8444351,,38.7313611992064/-84.0149540920593,US,Mon Sep 28 2020
8444350,,38.7313866382825/-84.0150077362396,US,Mon Sep 28 2020
8444345,,38.7313866382825/-84.0150077362396,US,Mon Sep 28 2020
8444297,,38.7313969480234/-84.0149975941368,US,Mon Sep 28 2020
8444295,,38.7313986663136/-84.014985021282,US,Mon Sep 28 2020
8444285,,38.7314114487159/-84.0149648208954,US,Mon Sep 28 2020
8444280,,38.7313986663136/-84.014985021282,US,Mon Sep 28 2020
8444278,,38.7313972832996/-84.0149884578623,US,Mon Sep 28 2020
8444277,,38.7314141309249/-84.0150150284954,US,Mon Sep 28 2020
8444274,,38.7313972832996/-84.0149884578623,US,Mon Sep 28 2020
8444263,,38.7314204592618/-84.0149960853942,US,Mon Sep 28 2020
8444251,,38.731415597758/-84.0149883740433,US,Mon Sep 28 2020
8444250,,38.731415597758/-84.0149883740433,US,Mon Sep 28 2020
8444242,,38.731415597758/-84.0149883740433,US,Mon Sep 28 2020
8444237,,38.731415597758/-84.0149883740433,US,Mon Sep 28 2020
8444227,,38.7314119097206/-84.0149766393788,US,Mon Sep 28 2020
8444218,,38.7314153043914/-84.0149871167578,US,Mon Sep 28 2020
8444205,,38.7314119097206/-84.0149766393788,US,Mon Sep 28 2020
8444179,,38.7314119097206/-84.0149766393788,US,Mon Sep 28 2020
8444157,,38.7314119097206/-84.0149766393788,US,Mon Sep 28 2020
8444147,,38.7314119097206/-84.0149766393788,US,Mon Sep 28 2020
8444132,,38.7314119097206/-84.0149766393788,US,Mon Sep 28 2020
8444119,,38.7314119097206/-84.0149766393788,US,Mon Sep 28 2020
8444118,,38.7314119097206/-84.0149766393788,US,Mon Sep 28 2020
8444112,,38.7314212555426/-84.0149990190603,US,Mon Sep 28 2020
8444109,,38.7314119935396/-84.0149556008019,US,Mon Sep 28 2020
8444108,,38.7314126640919/-84.0149695147611,US,Mon Sep 28 2020
8444049,,38.7314114487159/-84.0149648208954,US,Mon Sep 28 2020
8444045,,38.7314114487159/-84.0149648208954,US,Mon Sep 28 2020
8444043,,38.7314109877113/-84.0149994381555,US,Mon Sep 28 2020
8444041,,38.7314109877113/-84.0149994381555,US,Mon Sep 28 2020
8444038,,38.7314109877113/-84.0149994381555,US,Mon Sep 28 2020
8444035,,38.7314166874054/-84.0149975941368,US,Mon Sep 28 2020
8444032,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444031,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444027,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444024,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444023,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444021,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444015,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444011,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444007,,38.7314204173523/-84.0150001925267,US,Mon Sep 28 2020
8444004,,38.7314212555426/-84.0149990190603,US,Mon Sep 28 2020
8444001,,38.7314212555426/-84.0149990190603,US,Mon Sep 28 2020
8443999,,38.7314258236799/-84.014992816452,US,Mon Sep 28 2020
8443996,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443992,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443991,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443989,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443985,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443981,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443968,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443966,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443964,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443963,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443962,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443954,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443951,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443948,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443943,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443928,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443927,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443926,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443922,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443920,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443916,,38.7314272066939/-84.0150117595531,US,Mon Sep 28 2020
8443913,,38.7314343732211/-84.0149978455939,US,Mon Sep 28 2020
8443911,,38.7314343732211/-84.0149978455939,US,Mon Sep 28 2020
8443906,,38.7314343732211/-84.0149978455939,US,Mon Sep 28 2020
8443904,,38.7314443057764/-84.0149736218937,US,Mon Sep 28 2020
8443897,,38.7314850418258/-84.0149519965835,US,Mon Sep 28 2020
8443894,,38.7316217506665/-84.0152370651104,US,Mon Sep 28 2020
8443890,,38.7314236862946/-84.0149399266429,US,Mon Sep 28 2020
8443883,,38.7314308528218/-84.0149392560907,US,Mon Sep 28 2020
8443876,,38.7314271647844/-84.0149489790984,US,Mon Sep 28 2020
8443875,,38.7314308528218/-84.0149392560907,US,Mon Sep 28 2020
8443874,,38.7314336188498/-84.0149564389922,US,Mon Sep 28 2020
8443873,,38.7314336188498/-84.0149564389922,US,Mon Sep 28 2020
8443872,,38.7314271647844/-84.0149489790984,US,Mon Sep 28 2020
8443866,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443864,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443860,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443855,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443853,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443851,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443848,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443845,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443841,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443839,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443835,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443834,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443831,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443830,,38.7314287992555/-84.0149254259505,US,Mon Sep 28 2020
8443829,,38.7314356305066/-84.014990218062,US,Mon Sep 28 2020
8443828,,38.7314356305066/-84.014990218062,US,Mon Sep 28 2020
8443827,,38.7313568825263/-84.0149561037161,US,Mon Sep 28 2020
8443826,,38.7313568825263/-84.0149561037161,US,Mon Sep 28 2020
8443825,,38.7313568825263/-84.0149561037161,US,Mon Sep 28 2020
8443815,,38.7313920865196/-84.0149513260313,US,Mon Sep 28 2020
8443807,,38.7313908711436/-84.0149602946676,US,Mon Sep 28 2020
8443800,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443795,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443784,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443775,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443767,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443759,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443758,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443751,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443733,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443728,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443725,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443718,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443710,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443709,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443705,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443704,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443703,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443682,,38.7313920865196/-84.0149475541748,US,Mon Sep 28 2020
8443679,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443676,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443675,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443674,,30.430965265441/-91.0875993805341,US,Mon Sep 28 2020
8443671,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443670,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443668,,38.7313920865196/-84.0149475541748,US,Mon Sep 28 2020
8443659,,38.7313935533527/-84.0149451234229,US,Mon Sep 28 2020
8443655,,38.7313920865196/-84.0149475541748,US,Mon Sep 28 2020
8443643,,38.7313920865196/-84.0149475541748,US,Mon Sep 28 2020
8443629,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443628,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443619,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443615,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443613,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443607,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443604,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443594,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443590,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443587,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443575,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443558,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443541,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443536,,38.7313964031997/-84.0149535053261,US,Mon Sep 28 2020
8443535,,38.7313929666194/-84.014950655479,US,Mon Sep 28 2020
8443534,,38.7313929666194/-84.014950655479,US,Mon Sep 28 2020
8443533,,38.7313929666194/-84.014950655479,US,Mon Sep 28 2020
8443532,,38.7313733948755/-84.0149255935885,US,Mon Sep 28 2020
8443531,,38.7313929666194/-84.014950655479,US,Mon Sep 28 2020
8443530,,38.7313929666194/-84.014950655479,US,Mon Sep 28 2020
8443529,,38.7313929666194/-84.014950655479,US,Mon Sep 28 2020
8443526,,38.7313798908505/-84.0149356518723,US,Mon Sep 28 2020
8443525,,38.7313798908505/-84.0149356518723,US,Mon Sep 28 2020
8443523,,38.7313620793063/-84.0149224922843,US,Mon Sep 28 2020
8443521,,38.7313623726729/-84.0149206482656,US,Mon Sep 28 2020
8443520,,38.7313810643169/-84.0149184689708,US,Mon Sep 28 2020
8443519,,38.731382447331/-84.0149203129895,US,Mon Sep 28 2020
8443518,,38.7313810643169/-84.0149184689708,US,Mon Sep 28 2020
8443517,,38.7313810643169/-84.0149184689708,US,Mon Sep 28 2020
8443516,,38.7313810643169/-84.0149184689708,US,Mon Sep 28 2020
8443515,,38.731382447331/-84.0149203129895,US,Mon Sep 28 2020
8443514,,38.7313818605977/-84.0149230790176,US,Mon Sep 28 2020
8443512,,38.7313733948755/-84.0149255935885,US,Mon Sep 28 2020
8443511,,38.7313733948755/-84.0149255935885,US,Mon Sep 28 2020
8443175,,30.4309485319461/-91.0872597605772,US,Mon Sep 28 2020
8443174,,30.4309521924232/-91.087253704995,US,Mon Sep 28 2020
8443172,,30.431015941928/-91.0872013985485,US,Mon Sep 28 2020
8443167,,30.4309576965086/-91.0872497357441,US,Mon Sep 28 2020
8443165,,30.4309766185112/-91.0872582892896,US,Mon Sep 28 2020
8443164,,30.4309712038766/-91.0872342307588,US,Mon Sep 28 2020
8443163,,30.4309259191455/-91.0872085581723,US,Mon Sep 28 2020
8443123,,30.4308509311584/-91.0872543774686,US,Mon Sep 28 2020
8443122,,30.4310104714968/-91.087213748938,US,Mon Sep 28 2020
8443121,,30.4309891425163/-91.0871471022394,US,Mon Sep 28 2020
8443120,,30.4308627917017/-91.0877468846404,US,Mon Sep 28 2020
8443119,,30.4309621018124/-91.0871943730011,US,Mon Sep 28 2020
8443080,,42.6120889094124/-73.7317281682731,US,Mon Sep 28 2020
8443078,,42.6117281103904/-73.730892827803,US,Mon Sep 28 2020
8443077,,42.6117582433323/-73.7308053207339,US,Mon Sep 28 2020
8443076,,42.6122331200564/-73.7316872645856,US,Mon Sep 28 2020
8442969,,30.430944608584/-91.0873616148754,US,Mon Sep 28 2020
8442968,,30.4310752420821/-91.0871972931537,US,Mon Sep 28 2020
8442965,,30.4310050857227/-91.0872146500244,US,Mon Sep 28 2020
8442959,,30.431091320946/-91.0871576561497,US,Mon Sep 28 2020
8442957,,30.4311511057482/-91.0869646568994,US,Mon Sep 28 2020
8442954,,30.431122712664/-91.087082752572,US,Mon Sep 28 2020
8442945,,30.4310916949075/-91.0871917345969,US,Mon Sep 28 2020
8442936,,30.4310981034686/-91.0871651709977,US,Mon Sep 28 2020
8442935,,30.43107356934/-91.0871240334851,US,Mon Sep 28 2020
8442932,,30.4310618489565/-91.0871175296554,US,Mon Sep 28 2020
8442922,,30.4310486282759/-91.087122884985,US,Mon Sep 28 2020
8442918,,30.431017860929/-91.0871752868095,US,Mon Sep 28 2020
8442917,,30.4310641480174/-91.0871173883738,US,Mon Sep 28 2020
8442914,,30.4309953508001/-91.0872117376692,US,Mon Sep 28 2020
8442908,,30.4308437514886/-91.0873653222408,US,Mon Sep 28 2020
8442474,,42.6121708425159/-73.7319906894804,US,Mon Sep 28 2020
8442473,,42.6121865585843/-73.7320414838136,US,Mon Sep 28 2020
8442472,,42.6122165657977/-73.7321874127479,US,Mon Sep 28 2020
8442440,,30.4311678395453/-91.0871489462826,US,Mon Sep 28 2020
8442439,,30.4311232361111/-91.0867882008158,US,Mon Sep 28 2020
8442438,,30.4311209170976/-91.0868163346051,US,Mon Sep 28 2020
8442437,,30.4309211820019/-91.0870396224111,US,Mon Sep 28 2020
8442436,,30.4309810390949/-91.0869698942498,US,Mon Sep 28 2020
8442435,,30.4308866560891/-91.0871116791463,US,Mon Sep 28 2020
8442434,,30.4309517016773/-91.0869847717036,US,Mon Sep 28 2020
8442433,,30.4308554639267/-91.0873336053735,US,Mon Sep 28 2020
8442432,,30.4309350627702/-91.0869281235922,US,Mon Sep 28 2020
